部,函,經號,headN,藏文經名,中文經名
,,,3,བཅུ་ཚན་གཉིས་པ། ས་བོན་ལ་སོགས་པའི་སྡེ་ཚན། (སྨད),十類第二 說種子等事(下)
,,,4,བཅུ་གཉིས་པ། འཕྱ་བའི་ལྟུང་བྱེད།,第十二 嫌毀輕賤單墮
,,,4,བཅུ་གསུམ་པ། བསྒོ་བ་རྣ་ལ་གཟོན་པའི་ལྟུང་བྱེད།,第十三 違惱言教單墮
,,,4,བཅུ་བཞི་པ། གནས་མལ་གྱི་ལྟུང་བྱེད།,第十四 在露地安僧敷具單墮
,,,4,བཅོ་ལྔ་པ། གདིང་བའི་ལྟུང་བྱེད།,第十五 不舉草敷具單墮
,,,4,བཅུ་དྲུག་པ། སྐྲོད་པའི་ལྟུང་བྱེད།,第十六 強牽苾芻出僧房單墮
,,,4,བཅུ་བདུན་པ། ཕྱིས་གནོན་གྱི་ལྟུང་བྱེད།,第十七 強惱觸他單墮
,,,4,བཅོ་བརྒྱད་པ། རྩ་བ་འབྱུང་བ་ལ་འདུག་པའི་ལྟུང་བྱེད།,第十八 故放身坐臥脫脚床單墮
,,,4,བཅུ་དགུ་པ། སྲོག་ཆགས་དང་བཅས་པ་ལ་སྤྱོད་པའི་ལྟུང་བྱེད།,第十九 用蟲水單墮
,,,4,ཉི་ཤུ་པ། གཙུག་ལག་ཁང་གི་ལྟུང་བྱེད།,第二十 造大寺過限單墮
,,,3,བཅུ་ཚན་གསུམ་པ། མ་བསྐོས་པ་ལ་སོགས་པའི་སྡེ་ཚན།,十類第三 說不差等事
,,,4,ཉི་ཤུ་གཅིག་པ། མ་བསྐོས་པར་སྟོན་པའི་ལྟུང་བྱེད།,第二十一 僧不差遣教誡單墮
,,,4,ཉི་ཤུ་གཉིས་པ། ཉི་མ་ནུབ་ཀྱི་བར་དུ་སྟོན་པའི་ལྟུང་བྱེད།,第二十二 教授苾芻尼至日暮單墮
,,,4,ཉི་ཤུ་གསུམ་པ། ཟས་ཅུང་ཟད་ཙམ་གྱི་ཕྱིར་སྟོན་པའི་ལྟུང་བྱེད།,第二十三 謗他為飲食故教授苾芻尼單墮
,,,4,ཉི་ཤུ་བཞི་པ། གོས་སྦྱིན་པའི་ལྟུང་བྱེད།,第二十四 與非親苾芻尼衣單墮
,,,4,ཉི་ཤུ་ལྔ་པ། གོས་བྱེད་པའི་ལྟུང་བྱེད།,第二十五 與非親苾芻尼作衣單墮
,,,4,ཉི་ཤུ་དྲུག་པ། དགེ་སློང་མ་དང་ལྷན་ཅིག་འགྲོན་ལམ་དུ་འཇུག་པའི་ལྷུང་བྱེད།,第二十六 與苾芻尼同道行單墮
,,,4,ཉི་ཤུ་བདུན་པ། དགེ་སློང་མ་དང་ལྷན་ཅིག་གྲུར་འཇུག་པའི་ལྟུང་བྱེད།,第二十七 與苾芻尼同乘一船單墮
,,,4,ཉི་ཤུ་བརྒྱད་པ། གཅིག་པུ་འདུག་པའི་ལྟུང་བྱེད།,第二十八 獨與女人在屏處坐單墮
,,,4,ཉི་ཤུ་དགུ་པ། གཅིག་པུ་འགྲེང་བའི་ལྟུང་བྱེད།,第二十九 與苾芻尼屏處坐單墮
,,,4,སུམ་བཅུ་པ། དགེ་སློང་མས་སྦྱོར་དུ་བཅུག་པ་ཟ་བའི་ལྟུང་བྱེད།,第三十 知苾芻尼讚歎得食墮
,,,3,བཅུ་ཚན་བཞི་པ། ཡང་ཡང་ཟ་བ་ལ་སོགས་པའི་སྡེ་ཚན།,十類第四 說數食等事
,,,4,སུམ་བཅུ་རྩ་གཅིག་པ། ཡང་ཡང་ཟ་བའི་ལྟུང་བྱེད།,第三十一 展轉食單墮
,,,4,སུམ་བཅུ་རྩ་གཉིས་པ། འདུག་གནས་གཅིག་ཏུ་ཟ་བའི་ལྟུང་བྱེད།,第三十二 施一食處過受單墮
,,,4,སུམ་བཅུ་རྩ་གསུམ་པ། ལྷུང་བཟེད་དོ་གསུམ་ཙམ་ལས་ལྷག་པར་ལེན་པའི་ལྟུང་བྱེད།,第三十三 過三鉢受食單墮
,,,4,སུམ་བཅུ་རྩ་བཞི་པ། སྟན་གཅིག་པའི་ཟས་ཀྱི་ལྟུང་བྱེད།,第三十四 足食單墮
,,,4,སུམ་བཅུ་རྩ་ལྔ་པ། སྤངས་པ་ལ་སྟོབས་པའི་ལྟུང་བྱེད།,第三十五 勸他足食單墮
,,,4,སུམ་བཅུ་རྩ་དྲུག་པ། འདུས་ཤིང་ཟ་བའི་ལྟུང་བྱེད།,第三十六 別眾食單墮
,,,4,སུམ་བཅུ་རྩ་བདུན་པ། དུས་མ་ཡིན་པར་ཟ་བའི་ལྟུང་བྱེད།,第三十七 非時食單墮
,,,4,སུམ་བཅུ་རྩ་བརྒྱད་པ། གསོག་འཇོག་གི་ལྟུང་བྱེད།,第三十八 食曾觸食單墮
,,,4,སུམ་བཅུ་རྩ་དགུ་པ། བྱིན་ལེན་མ་བྱས་པར་ཟ་བའི་ལྟུང་བྱེད།,第三十九 不受食單墮
,,,4,བཞི་བཅུ་པ། བསོད་པ་སློང་བའི་ལྟུང་བྱེད།,第四十 索美食單墮
,,,3,བཅུ་ཚན་ལྔ་པ། ཆུ་ལ་སོགས་པའི་སྡེ་ཚན།,十類第五 說蟲水等事
,,,4,བཞི་བཅུ་རྩ་གཅིག་པ། སྲོག་ཆགས་དང་བཅས་པའི་ཆུ་ལ་སྤྱོད་པའི་ལྟུང་བྱེད།,第四十一 受用蟲水單墮
,,,4,བཞི་བཅུ་རྩ་གཉིས་པ། ཉལ་པོ་བྱེད་པར་ཤོམ་པའི་ཁྱིམ་ན་འདུག་པའི་ལྟུང་བྱེད།,第四十二 知有食家強坐單墮
,,,4,བཞི་བཅུ་རྩ་གསུམ་པ། ཉལ་པོ་བྱེད་པར་ཤོམ་པའི་ཁྱིམ་ན་འགྲེང་བའི་ལྟུང་བྱེད།,第四十三 知有食家強立單墮
,,,4,བཞི་བཅུ་རྩ་བཞི་པ། གཅེར་བུ་པ་ལ་སྦྱིན་པའི་ལྟུང་བྱེད།,第四十四 與無衣外道男女食單墮
,,,4,བཞི་བཅུ་རྩ་ལྔ་པ། དམག་ལ་ལྟ་བའི་ལྟུང་བྱེད།,第四十五 觀軍單墮
,,,4,བཞི་བཅུ་རྩ་དྲུག་པ། དམག་གི་ནང་ན་གནས་པའི་ལྟུང་བྱེད།,第四十六 軍中過二宿單墮
,,,4,བཞི་བཅུ་རྩ་བདུན་པ། དཔུང་གི་ཡན་ལག་ཉམས་སུ་མྱོང་བར་བྱེད་པའི་ལྟུང་བྱེད།,第四十七 擾亂軍兵單墮
,,,4,བཞི་བཅུ་རྩ་བརྒྱད་པ། རྡེག་པའི་ལྟུང་བྱེད།,第四十八 打苾芻單墮
,,,4,བཞི་བཅུ་རྩ་དགུ་པ། གཟས་པའི་ལྟུང་བྱེད།,第四十九 擬手向苾芻單墮
,,,4,ལྔ་བཅུ་པ། གནས་ངན་ལེན་འཆབ་པའི་ལྟུང་བྱེད།,第五十 覆藏他罪單墮
,,,3,བཅུ་ཚན་དྲུག་པ། ཁྱིམ་ལ་སོགས་པའི་སྡེ་ཚན།,十類第六 說伴惱觸火等事
,,,4,ལྔ་བཅུ་རྩ་གཅིག་པ། ཟན་གཅོད་དུ་འཇུག་པའི་ལྟུང་བྱེད།,第五十一 共至俗家不與食墮
,,,4,ལྔ་བཅུ་རྩ་གཉིས་པ། མེ་ལ་རེག་པའི་ལྟུང་བྱེད།,第五十二 觸火單墮
,,,4,ལྔ་བཅུ་རྩ་གསུམ་པ། འདུན་པ་ཕྱིར་སྒྱུར་བའི་ལྟུང་བྱེད།,第五十三 與欲已更遮單墮
,,,4,ལྔ་བཅུ་རྩ་བཞི་པ། རྫོགས་པར་མ་བསྙེན་པ་དང་ལྷན་ཅིག་ཉལ་བའི་ལྟུང་བྱེད།,第五十四 與未近圓人同室宿過二夜單墮
,,,4,ལྔ་བཅུ་རྩ་ལྔ་པ། ལྟ་བའི་རྣམ་པ་མི་གཏོང་བའི་ལྟུང་བྱེད།,第五十五 不捨惡見違諫單墮
,,,4,ལྔ་བཅུ་རྩ་དྲུག་པ། སྤངས་པའི་རྗེས་སུ་ཕྱོགས་པའི་ལྟུང་བྱེད།,第五十六 隨捨置人單墮
,,,4,ལྔ་བཅུ་རྩ་བདུན་པ། བསྙིལ་བ་སྡུད་པའི་ལྟུང་བྱེད།,第五十七 攝受惡見不捨求寂單墮
,,,4,ལྔ་བཅུ་རྩ་བརྒྱད་པ། ཁ་མ་བསྒྱུར་བའི་གོས་གྱོན་པའི་ལྟུང་བྱེད།,第五十八 著不壞色衣單墮
,,,4,ལྔ་བཅུ་རྩ་དགུ་པ། ལོངས་པའི་གཞིར་གཏོགས་པའི་ལྟུང་བྱེད།,第五十九 捉寶單墮
,,,4,དྲུག་བཅུ་པ། ཁྲུས་བྱེད་པའི་ལྟུང་བྱེད།,第六十 非時洗浴單墮
,,,3,བཅུ་ཚན་བདུན་པ། བསམས་བཞིན་ལ་སོགས་པའི་སྡེ་ཚན།,十類第七 說殺傍生等事
,,,4,དྲུག་བཅུ་རྩ་གཅིག་པ། དུད་འགྲོ་གསོད་པའི་ལྟུང་བྱེད།,第六十一 殺傍生單墮
,,,4,དྲུག་བཅུ་རྩ་གཉིས་པ། འགྱོད་པ་སྐྱེད་པའི་ལྟུང་བྱེད།,第六十二 故惱苾芻單墮
,,,4,དྲུག་བཅུ་རྩ་གསུམ་པ། ག་ག་ཚིལ་བྱེད་པའི་ལྟུང་བྱེད།,第六十三 以指擊攊單墮
,,,4,དྲུག་བཅུ་རྩ་བཞི་པ། ཆུ་ལ་རྩེ་བའི་ལྟུང་བྱེད།,第六十四 水中戲單墮
,,,4,དྲུག་བཅུ་རྩ་ལྔ་པ། བུད་མེད་དང་ལྷན་ཅིག་ཉལ་བའི་ལྟུང་བྱེད།,第六十五 與女人同室宿單墮
,,,4,དྲུག་བཅུ་རྩ་དྲུག་པ། སྔངས་པར་བྱེད་པའི་ལྟུང་བྱེད།,第六十六 恐怖苾芻單墮
,,,4,དྲུག་བཅུ་རྩ་བདུན་པ། སྦེད་པའི་ལྟུང་བྱེད།,第六十七 藏他苾芻等衣鉢單墮
,,,4,དྲུག་བཅུ་རྩ་བརྒྱད་པ། བྱིན་པས་ཉེ་བར་འཚོ་བའི་ལྟུང་བྱེད།,第六十八 受他寄衣不問主輒著單墮
,,,4,དྲུག་བཅུ་རྩ་དགུ་པ། སྐུར་པ་འདེབས་པའི་ལྟུང་བྱེད།,第六十九 以眾教罪謗清淨苾芻單墮
,,,4,བདུན་བཅུ་པ། བུད་མེད་དང་ལྷན་ཅིག་འགྲོ་བའི་ལྟུང་བྱེད།,第七十 與女人同道行單墮
,,,3,བཅུ་ཚན་བརྒྱད་པ། འགྲོན་མང་རྐུན་མ་སོགས་ཀྱི་སྡེ་ཚན། (སྟོད),十類第八 賊徒等事(上)
,,,4,བདུན་བཅུ་རྩ་གཅིག་པ། རྐུན་མ་དང་ལྷན་ཅིག་འགྲོ་བའི་ལྟུང་བྱེད།,第七十一 與賊同行單墮
,,,4,བདུན་བཅུ་རྩ་གཉིས་པ། ལོ་ཉི་ཤུ་མ་ལོན་པར་རྫོགས་པར་བསྙེན་པར་བྱེད་པའི་ལྟུང་བྱེད།,第七十二 與減年者受近圓單墮
,第8函 ཉ,,1,འདུལ་བ་རྣམ་པར་འབྱེད་པ། ༼ཉ༽,分別毘奈耶（四）
,,,2,ལྟུང་བྱེད་ཀྱི་སྡེ་རྣམས་བཤད་པ། (སྨད),說波逸底迦等(下)
,,,3,བཅུ་ཚན་བརྒྱད་པ། འགྲོན་མང་རྐུན་མ་སོགས་ཀྱི་སྡེ་ཚན། (སྨད),十類第八 賊徒等事(下)
,,,4,བདུན་བཅུ་རྩ་གསུམ་པ། ས་རྐོ་བའི་ལྟུང་བྱེད།,第七十三 壞生地單墮
,,,4,བདུན་བཅུ་རྩ་བཞི་པ། མགྲོན་དུ་གཉེར་བ་ལས་རིང་དུ་འདུག་པའི་ལྟུང་བྱེད།,第七十四 過四月索食單墮
,,,4,བདུན་བཅུ་རྩ་ལྔ་པ། བསླབ་པ་ལ་ཉེ་བར་འཇོག་པའི་ལྟུང་བྱེད།,第七十五 遮傳教單墮
,,,4,བདུན་བཅུ་རྩ་དྲུག་པ། ཉན་རྣ་ལས་གྱུར་པའི་ལྟུང་བྱེད།,第七十六 默聽鬪諍單墮
,,,4,བདུན་བཅུ་རྩ་བདུན་པ། མི་སྨྲ་བར་འགྲོ་བའི་ལྟུང་བྱེད།,第七十七 不與欲默然起去單墮
,,,4,བདུན་བཅུ་རྩ་བརྒྱད་པ། མ་གུས་པའི་ཚུལ་གྱི་ལྟུང་བྱེད།,第七十八 不恭敬單墮
,,,4,བདུན་བཅུ་རྩ་དགུ་པ། མྱོས་པར་འགྱུར་བ་འཐུང་བའི་ལྟུང་བྱེད།,第七十九 飲酒單墮
,,,4,བརྒྱད་བཅུ་པ། དུས་མ་ཡིན་པར་འགྲོ་བའི་ལྟུང་བྱེད།,第八十 非時入聚落單墮
,,,3,བཅུ་ཚན་དགུ་པ། མཆོད་སྟོན་ལ་སོགས་པའི་སྡེ་ཚན།,十類第九 食明等事
,,,4,བརྒྱད་བཅུ་རྩ་གཅིག་པ། གྲོང་དུ་རྒྱུ་བའི་ལྟུང་བྱེད།,第八十一 食前食後行詣餘家不囑授單墮
,,,4,བརྒྱད་བཅུ་རྩ་གཉིས་པ། རྒྱལ་པོའི་ཕོ་བྲང་དུ་ནུབ་མོ་འགྲོ་བའི་ལྟུང་བྱེད།,第八十二 入王宮門單墮
,,,4,བརྒྱད་བཅུ་རྩ་གསུམ་པ། བསླབ་པའི་གཞིའི་དངོས་པོ་ལ་ཁྱད་དུ་གསོད་པའི་ལྟུང་བྱེད།,第八十三 詐言不知單墮
,,,4,བརྒྱད་བཅུ་རྩ་བཞི་པ། ཁབ་རལ་འཆོས་པའི་ལྟུང་བྱེད།,第八十四 作針筒單墮
,,,4,བརྒྱད་བཅུ་རྩ་ལྔ་པ། ཁྲི་རྐང་འཆོས་པའི་ལྟུང་བྱེད།,第八十五 作過量床單墮
,,,4,བརྒྱད་བཅུ་རྩ་དྲུག་པ། ཤིང་བལ་གྱིས་གོས་པར་བྱས་པའི་ལྟུང་བྱེད།,第八十六 用草木綿貯床單墮
